,review_clean,Word_Count,review_rating,review_datetime_utc
3243,it is help us to improve,6,3,2017-12-22T09:12:37.000Z
3244,at first it was okay until you need to update it from time to time you cant use til then most of the time you need to use wifi to update it,32,3,2017-12-22T13:07:30.000Z
3245,i cant even log in says i need mpin whats is that,12,1,2017-12-22T15:06:14.000Z
3248,what happen did someone use my account i try to buy a load but it appears that someone is using my gcash acct in another phone,26,2,2017-12-22T23:40:48.000Z
3249,not working after the update,5,1,2017-12-23T00:16:12.000Z
3250,pag update ko hindi na sya mag gana so sad masyado,11,2,2017-12-23T00:36:32.000Z
3251,i cant access everytime i update,6,1,2017-12-23T01:24:12.000Z
3252,really frustrating i cant open the app always says there might be a problem please try again later please fix this asap,22,3,2017-12-23T01:27:35.000Z
3253,after update of the apps as forcely advise i cannot transact bills payment anymore and it says that my credit card number is invalid very dissapointedive been calling the hotline 5 times i waited for 30 min to talk for the agent i reinstalled the apps for four times and still it wont work sad to say that i been using this for a year and just saddenly this is what happen i think i need to change my ewallet,80,1,2017-12-23T03:11:58.000Z
3254,sgr35r use this guys,4,5,2017-12-23T04:11:13.000Z
3257,very useful highly recommended,4,5,2017-12-23T11:52:10.000Z
3258,i realy like thi app but the problem is the transactions area is always delayed it took hours before it shows up,22,3,2017-12-23T13:53:47.000Z
3261,thank you globe telco for the app very convenient to buy load,12,5,2017-12-23T16:22:30.000Z
3264,i have issues regarding the registration it needs house no but our house dont have a house number,18,3,2017-12-24T03:02:44.000Z
3265,i wish my account will verified this is for the game im play,13,4,2017-12-24T06:25:57.000Z
3266,simple bug to be fix im a tm user and ur app telling me oops u must be a globe or tm subscriber,23,1,2017-12-24T06:56:56.000Z
3267,naka pag transfer pa kanina then now ooppss payment source is not available pasko oh kaloka naman toh,18,2,2017-12-24T10:54:28.000Z
3268,very useful esp when you need to deposit money you can do it in any 711 near you so accessible and easy to use,24,5,2017-12-24T15:25:50.000Z
3271,this is good app very good app,7,5,2017-12-25T07:56:41.000Z
3272,great app thanks gcash for linking paypalvery useful,8,5,2017-12-26T14:24:48.000Z
3274,ive been using this for a long time speciallu paying bir for  me and clients ang ganda sana super helpful kaso dahil sa update nyo need ko bumili new phone tapos dati sa transaction details nakikita anong details ng transaction ngayon  ref number nalng pano makita nv clients na tin nla ung na file taposupdate ulit kayo hindi na naman pwd phone ko so bibili na naman grabe naman,69,1,2017-12-27T00:14:03.000Z
3275,wag niyo ng i download to ang pangitdi nag rerespond ng gcash,12,1,2017-12-27T00:41:13.000Z
3276,its been a while since i sended my verification form but i was not getting any response others too are complaining regarding this whats the matter with your verification services it took so long to reply in chat and months to verify,42,1,2017-12-27T01:49:59.000Z
3283,locked na yung account ko alam ko kokonti laman non pero anobg problema kabibili ko lang ng load kaninang umaga tapos ngayon wala na sarado na yung account ko,29,1,2017-12-28T11:23:52.000Z
3284,i down loaded many times but i still cannot register after i answering the registration and making my m pin iwill submit it and they always tell that there is something wrongpls help,33,3,2017-12-28T11:32:58.000Z
3285,much better if i can cash in using your globe machines on your store more convenient,16,4,2017-12-28T15:32:05.000Z
3286,why my account lock i keep entering the correct mpin but it wont let me,15,1,2017-12-28T16:33:16.000Z
3287,code hjl2 seems problem,4,5,2017-12-28T21:29:17.000Z
3288,i cant login my account on your app invalid number or its not a globe number ,16,2,2017-12-29T02:19:26.000Z
3289,i cant link my paypal account in any android device so i have to use ios device to link it,20,3,2017-12-29T04:48:28.000Z
3295,use code 62l8fr to receive extraadditional money,7,5,2017-12-29T10:33:08.000Z
3296,cant detect my mobile number  how sad ,7,1,2017-12-29T12:33:24.000Z
3297,please extend the validity of the barcode 711 atleast 30 minutes thank you for adding this feature,17,5,2017-12-29T15:34:57.000Z
3299,awesome app i can manage everything,6,5,2017-12-29T18:53:17.000Z
3300,how can i unlocked my account from gcash i have barrowed 20 pesos from fuse how can i pay if my account is locked,24,2,2017-12-29T21:40:57.000Z
3304,why cant i register an account laki pamandin ng expectations ko dito sa app nato tapos pagkadownload ko lagi sinasabi oops theres a problem try again latertapos kinabukasan nagreg ulit ako ewala parin sana mabasa nyo to and fix this plz,41,1,2017-12-30T07:40:51.000Z
3305,this app is pretty cool,5,5,2017-12-30T14:02:18.000Z
3306,after creating an account and filling out forms i successfully logged in but when i open the app again it prompts me do the account creation again poorly made app total waste of time,34,1,2017-12-30T14:40:05.000Z
3307,useful and a big help,5,5,2017-12-30T15:58:45.000Z
3312,invalid phone number pls fix,5,1,2017-12-31T10:44:15.000Z
3313,how to unlock mpin,4,1,2017-12-31T11:39:38.000Z
3316,noob developerput sign up and sign inalready have gcash account i cant loginidiot,13,1,2018-01-01T06:26:58.000Z
3321,i think this is good app to many people to nothing work,12,5,2018-01-01T16:33:06.000Z
3322,only installed so i could get 50php,7,2,2018-01-01T18:58:52.000Z
3323,i really like this app i hope this work on mobile data,12,5,2018-01-02T01:26:30.000Z
3324,i think its useful,4,5,2018-01-02T05:55:01.000Z
3325,its good for transferring money and buying load but when theres an issue with the transfer the support doesnt fix the issue very poor customer service lost money because there was an issue in buy load wherein money was the deducted from my account for but i did not receive the load i even sent a screenshot to their support regarding the transaction but they did absolutely nothing to solve the issue,72,2,2018-01-02T07:55:54.000Z
3326,this app really helps,4,5,2018-01-02T08:22:17.000Z
3328,i cant buy load anymore afyer yhe update ,8,1,2018-01-02T13:48:19.000Z
3330,1 stari cant register because it keeps asking me for house no but our house dont have house no or street barangay lang po meron d2 sa amin,28,1,2018-01-02T16:34:41.000Z
3331,i cant reg number,4,1,2018-01-03T00:29:30.000Z
3332,this app is better than you think ,7,5,2018-01-03T02:33:38.000Z
3333,how to get 50 rebate or discount if i will avail gosurf50,12,3,2018-01-03T03:23:40.000Z
3334,working very useful apps,4,5,2018-01-03T05:30:37.000Z
3335,thanks to gcash for buying load and making payments online,10,5,2018-01-03T05:32:15.000Z
3337,this app is a trash i cant even register it keeps sending me wrong authentication code and this error always shows up and sometimes it says no internet connection even though my internet is fast you guys should uninstall this useless app and also admin you should delete your app because its a waste of time using this app and downloading it,62,1,2018-01-03T05:33:08.000Z
3338,the best way to settle my  monthly obligations  with no hassle ,11,5,2018-01-03T05:41:51.000Z
3339,8 out of 10x laging nakadown ang service,8,1,2018-01-03T06:57:09.000Z
3340,the app wont open since i updated it,8,3,2018-01-03T07:25:33.000Z
3341,putangina nyo globe nanakaw nyo identity ko masyadong hassle ang pag verification nyo eh di nga kayo nag rereply eh gago kayo kaylangan pa talaga mag video call para lang ma verify tapos mabagal pa internet nyo hays mas mabuti pa nga siguro ang paymaya kesa dito kasi dun sa paymaya di pa masyadong nakaka stress ang verification at feel ko mas secure ako dun bye uninstall ko na to basura nyong app sana i shutdown nyo nalang service nyo wala kayong ka kwenta kwenta eh my midfinger salutes you ,90,1,2018-01-03T07:42:03.000Z
3342,there is always an error  and always logging out,9,1,2018-01-03T07:42:33.000Z
3343,paki ayos naman di magamit ung apps,7,1,2018-01-03T08:15:09.000Z
3345,this is so complicated its for business men,8,1,2018-01-03T11:57:03.000Z
3346, havent even used this for a month yet this is what happened same with every other low star comments it starts well but just yesterday i couldnt login so uninstall nd reinstall same issue it gave me a warning saying wrong authentication code but i just typed the code that gcash gave me with their message gives me an error lease fix this this was actually an awesome app  updateworking great again from 2 to 5star,76,5,2018-01-03T14:29:37.000Z
3348,sucks customer service gcash must improve customer service its really affect your business im not recommeding this service lazy admin and staff,22,1,2018-01-04T00:42:37.000Z
3350,i love this i dont need to go to store to buy load pls give free load,17,5,2018-01-04T06:52:07.000Z
3351,looks great way to use it,6,4,2018-01-04T09:29:24.000Z
3352,this app is so great but i dont know how to use it,13,5,2018-01-04T10:22:02.000Z
3356,useless app do not bother installing i tried to use it to xfer funds from paypal system is dead and inaccurate wouldnt get you passed the verification method you wont get any reply from them waste of time devs consider removing this app for good pls its useless af at least make one of your people try to use the app and see what were talking about,67,1,2018-01-05T07:08:49.000Z
3357,always down when i need it the only reason that i still use this app is because i cant get my money out from it always getting error when you dont need it its working,35,1,2018-01-05T07:11:13.000Z
3358,im trying to register but it saays that there is a problem and the code is not deliver on time of request,22,1,2018-01-05T07:11:46.000Z
3359,liked it so much,4,5,2018-01-05T08:58:28.000Z
3360,always telling me that im logged in in different device even if im not,14,1,2018-01-05T09:15:59.000Z
3362,do we really need to upgrade and upgrade the apps if we couldnt upgrade it we cannot open the apps  is there any way that if we dont want to upgrade  we can still used the apps we have our money there if we cannot used the apps due to not updating it then what will we do,58,1,2018-01-05T09:50:53.000Z
3363,hey gcash can you add a features that we can deposit using our prepaid load pls there is no near 7eleven store in our area,25,5,2018-01-05T11:03:28.000Z
3364,harvey james hazel antipuesto37,4,5,2018-01-05T11:21:48.000Z
3365,very easy to use and a useful app,8,5,2018-01-05T11:33:36.000Z
3367,i redeemed gosurf50 load but it didnt go thru but gcash deducted my load balance so i registered again to see if it will help my first load to carry over but unfortunately only the second load did went thru gcash app have no costumer service contact link ill change my comment if gcash will fix this,57,1,2018-01-05T12:19:42.000Z
3371,hi does gcash help boost credit score and another thing does this app support nfc function for tap and pay,20,3,2018-01-06T05:22:26.000Z
3372,gcash have a problem i click american card it always say try again  have icomplete amix card wat is that mean plz response my concern tnx,26,1,2018-01-06T05:31:34.000Z
3373,trash app full of bugs waste of time,8,1,2018-01-06T05:36:49.000Z
3377,less paper bills and usefull apps,6,5,2018-01-06T09:00:41.000Z
3378,good all the time,4,3,2018-01-06T10:59:03.000Z
3380,hours delayed when you use other network ,7,3,2018-01-06T13:09:31.000Z
3381,stop giving me ads pls,5,5,2018-01-06T13:28:25.000Z
3383,my account was lockplease help me to unlock my account,10,2,2018-01-06T14:55:20.000Z
3384,pls include fingerprint logon and allow us to modify timeout,10,3,2018-01-06T15:05:36.000Z
3386,this is si great app,5,5,2018-01-07T10:39:31.000Z
3387,this is the best app ever,6,5,2018-01-07T10:55:41.000Z
3389,big help for me  ,4,1,2018-01-07T13:35:38.000Z
3391,i love this app,4,4,2018-01-07T16:12:08.000Z
3392,bakit hindi mkpag verify ng account  laging sinasabi say hello say hello hindi naman nag rereply hindi ko tuloy mapasukan ng pera yung gcash kasi baka mamaya mawa dahil hindi nama naka verify bakit ayaw ma verify or matagal lang tlaga bakit,42,2,2018-01-07T17:27:35.000Z
3394,very useful and easy,4,5,2018-01-08T01:27:30.000Z
3396,great a new help,4,5,2018-01-08T03:19:15.000Z
3397,also known as garbage app,5,1,2018-01-08T04:43:53.000Z
3399,boyset de gaka download,4,5,2018-01-08T10:59:52.000Z
3400,whats wrong after entering my tm number 0905 it has a popup of oops you must be a globe or tm subscriber to register to gcash hoping for your positive feedback,31,3,2018-01-08T11:27:11.000Z
3403,it will help me alot,5,5,2018-01-09T00:12:52.000Z
3405,the app is nice,4,4,2018-01-09T04:20:51.000Z
3406,they currently locked my gcash wallet without notice,8,1,2018-01-09T06:05:49.000Z
3407,that gcash is very nice apps,6,5,2018-01-09T07:41:48.000Z
3409,hiwho ever to register to gcash can you help me and i can help you to give you 20 points for you and 20 for me67qnx3thank you,27,5,2018-01-09T11:44:16.000Z
3410,great app allows me to cash in easily via bpi and use other gcash features like buy load and transfer money to someone also lets me see past transactions,29,5,2018-01-09T14:51:20.000Z
3414,bir payment form says its always invalid even of its not ive been using this for a long time after the update everything goes wrong stupid update could you pls leave us a choicebif we want your stupid update or not,41,1,2018-01-10T03:20:06.000Z
3415,bir form payments is are showing invalid form series,9,3,2018-01-10T04:01:11.000Z
3418,app not working well not good customer service dont put your money in here as it will only give you headache as their main service such a waste,28,1,2018-01-10T08:27:27.000Z
3419,i logged in from another device when i entered my pin it says error hjl2,15,3,2018-01-10T08:49:44.000Z
3420,in paying bir encountered error invalid form series how can i go wrong there when all i have to do is pick it up from the available choices clearly something is wrong with this app,35,1,2018-01-10T11:45:32.000Z
3422,i cannot register it sucks,5,1,2018-01-10T13:36:54.000Z
3423,i just dowload it  yesterday and i register my problem is why my g cash is locked my pin is wrong what will i do i call 2882 for help but it didnt work at all please help mee globe for my pin recovery,44,3,2018-01-10T14:36:02.000Z
3425,naks nmn  nablock ako ng 2882 sabi nila 2 7days ako maghihinatay bago ma active ul8 hangang ngayun 3months na d pa rin na actived lng hiya,27,1,2018-01-10T16:26:47.000Z
3427,you email verifications took a long time before i can receive it i hope you can fix that,18,1,2018-01-10T17:29:14.000Z
3428,gcash card in tawitawi,4,5,2018-01-10T21:56:21.000Z
3430,paano po ba mag load wallet ditooaano po malalagyan yung load sa gcash,13,1,2018-01-11T00:10:07.000Z
3432,ayaw ma log in nung lumang gcash ko puro create button lang  pano ko ma lalog in ung lumamg account ko ,21,1,2018-01-11T04:39:29.000Z
3434,i didnt receive my free 50 pesos load  i hate it,11,1,2018-01-11T15:35:27.000Z
3436,registering is easy but getting it verified is not though i have submitted all the requirements i got no response therafter,21,2,2018-01-12T05:33:23.000Z
3437,okay siya for start pero nagtry ako magpayment like water bill and meralco invalid account kahit tama naman ung account number,21,2,2018-01-12T05:57:47.000Z
3438,not working on some devices,5,3,2018-01-12T08:14:41.000Z
3439,please get me a laod,5,5,2018-01-12T14:14:45.000Z
3441,puta kagago ng apps nyo puro mpin wala namang mpin kahit sa pag register ng ilang besis hindi gumagana nakakawalang gana uninstall nalang para mawala ang kagaguhan nyo,28,1,2018-01-13T01:20:07.000Z
3443,putang inang app wala kwenta,5,3,2018-01-13T05:04:31.000Z
3446,app sucks and utterly useless  im one of the brand ambassador of globe gcash but my experience about gcash is so hassle i have cash in in cebuana lhuillier 01112018 exactly 0426pm  but until now i did not receive my money on my account which is 2050pesos i send an email to your gcash care but they just reply to go to cebuana which i made my transaction failed the worst thing is cebuana lhuillier will not refund my money i received an email again from gcash  it says this is has been resolved  why you say resolved when i didnt event receive my money  friendly advise as an ambassador of globe gcash  never ever used or install this app it will just give you a hassle if my money will not refund within today e papa tulfo ko kayo,140,1,2018-01-13T09:19:16.000Z
3448,dont download this trash i waste 1000 iput 1000 on my account and it got locked and i cant open it this is not gcash this is gtrash,28,1,2018-01-13T11:30:55.000Z
3449,im happy to day,4,5,2018-01-13T13:50:43.000Z
3451,i think this is nice,5,5,2018-01-14T04:21:52.000Z
3453,very useful and conveniently,4,5,2018-01-14T07:14:20.000Z
3454,i think i like it,5,3,2018-01-14T08:20:02.000Z
3455,yung promo ninyong 50 rebate sa pagload ng gosurf50 asan na yung rebate di ko natanggap at 1beses yun send ko bakit di dumating,24,2,2018-01-14T09:37:06.000Z
3457,tell me what you think,5,5,2018-01-14T14:41:55.000Z
3459,after i register i finish the sign up and when i open it again  its going back to register again to put mobile number  what,25,1,2018-01-14T15:57:39.000Z
3460,verry good app but still didnt know how can i retrieve my pin,13,5,2018-01-14T21:18:14.000Z
3461,helpful aps to me,4,5,2018-01-15T04:42:49.000Z
3462,buying load to other networks takes at least 1 hour,10,3,2018-01-15T07:02:04.000Z
3463,sometimes it works sometimes its not,6,3,2018-01-15T11:34:29.000Z
3464,744 pm 1152018 hay binawasan ako ng gcash balance na 50 pero hindi niload walang nareceive na load gamit yang gcash app na yan gs50 tm at tama naman number fix nyo yan,33,1,2018-01-15T12:51:39.000Z
3465,why we force to watch this ad everytime in youtube what the its annoying kakagigil amputek wala pang skip ad,20,1,2018-01-15T13:42:39.000Z
3466,just keep the good services ,5,5,2018-01-16T01:39:38.000Z
3467,the app is always not available most of the time the load doesnt get through even if it does it fakes too long for the person tk receive the load,30,1,2018-01-16T03:09:29.000Z
3470,kindly fix your system please,5,5,2018-01-16T13:31:49.000Z
3471,50 rebate nasan na tagal na nun dipa pumapasok rebate bumibili ako ng load nababawasan balance ko pero di pumapasok load saka add nden kayo alltext10 sa next update,29,1,2018-01-16T16:51:59.000Z
3472,after the new update it always says there seems to b a problem please try again later code hjl2 please fix this what a waste ,25,1,2018-01-16T17:21:49.000Z
3474,its a good app but im having a hard time verifying my account,13,3,2018-01-16T23:38:41.000Z
3476,amazing apps love it,4,5,2018-01-17T01:51:15.000Z
3477,cant use my amex after update invalid card number pls fix asap,12,1,2018-01-17T03:28:43.000Z
3482,cannot register to american express  virtual pay,7,1,2018-01-17T15:39:14.000Z
3484,napakasinungaling ng globe na to nung nag apply ako for gcash sbi skin may makukuha dw akong 4 rebate pag nagsend ako ng pera gcash to gcash pag nman dw ngbyad ako ng kahit anong bill like halimbawa meralco 2 rebate nman dw pero nkailang send at byad n ko wla pa din ako nkukuhang rebate nung december nman ngtxt skn si gcash may matatanggap dw akong 50 rebate once n bumili dw ako s sm dept store at mgbyad s mobile lane gamit ang gcash card ko takte khit pisong rebate wla nman binigay napahiya tuloy ako sa mga brkada ko binida ko pa nman ang gcash nyo at inalok n kumuha tpos eto gagawin nyo sa loyal customer nyo mga wlang hiya tapos eto pa ha ngpalod ako sa gosurf50 na may 50 rebate dw pag niloadan mo ung self number mo ayun sa una at 2 beses natatanggap ko pa ung rebate ung mga sumunod hindi na bwisit na yan paasa pa more globe ayusin nyo nman ang service nyo hindi nman kailangan manloko at mag imbento ng kung anu anong promo pra lng kumita kau imbes na dumami tuloy ang tumatangkilik sa inyo nababawasan pa dhl nadidisappoint sa ginagawa nyo wala kaung kwenta magsara na kau gigil si ako,213,1,2018-01-17T17:20:39.000Z
3485,thank you for this app i can easy pay bills and buy load,13,5,2018-01-18T00:21:30.000Z
3486,my account was locked and i cant open it all of my money was there give it back,18,1,2018-01-18T08:30:45.000Z
3487,use  my  code  guysss  y9jbuy,5,5,2018-01-18T14:31:18.000Z
3488,i love this apps,4,5,2018-01-19T02:51:38.000Z
3489,cant log in my account and my mpin is correct,10,1,2018-01-19T05:15:44.000Z
3490,pwede bang mag transfer ng funds using paymaya to gcash,10,2,2018-01-19T07:49:34.000Z
3492,why does not work on globe lte,7,1,2018-01-19T09:45:50.000Z
3493,i just want to try it,6,5,2018-01-19T11:29:43.000Z
3494,i cant log in to my account,7,2,2018-01-19T17:00:59.000Z
3496,dissapointed ako kasi nag cashin ako sa 711 kanina hanggang ngayon zero balance parin gcash ko  bakit naman po ganun tama naman po ang barcode at reference number ko pwede ba i refund sa 711 yung  i cashin ko kanina  akala ko kasi delay lang  pero namuti na mata ko sa kakahintay  suko na ko,55,1,2018-01-19T22:59:07.000Z
3498,hard to verify this account please verify my account im waiting     yes im verify at globe sm masinag thanks,19,5,2018-01-20T02:37:23.000Z
3500,it will help me to pay app,7,4,2018-01-20T06:04:50.000Z
3502,i like it but i forget my code,8,5,2018-01-20T07:58:40.000Z
3503,the verification app in messenger does not respond when i type my phone number for me to move forward with the process,22,1,2018-01-20T09:32:37.000Z
3504,i love g cash,4,5,2018-01-20T22:27:47.000Z
3509,puta ang bagal ng process,5,1,2018-01-21T05:53:24.000Z
3511,how do i get my mpin,6,5,2018-01-21T06:32:26.000Z
3513,thank you gcash sa pa free mo palagi ,8,5,2018-01-21T11:10:48.000Z
3515,cannot enter my prepaid mobile number,6,2,2018-01-21T22:04:05.000Z
3517,excuse me butitong app na ito napakabulok tinawagan ko na walang nagsasalita naka globe naman ako naka globe switch ako may gcash daw na may 50 php pag naredeem mo ung code eh sinibukan ko walang nag message na code napakabulok ,41,1,2018-01-21T23:34:36.000Z
3519,very good app makes online payments very easy for thise with no credit card,14,5,2018-01-22T02:24:38.000Z
3521,would always in maintenance would like to refund all of my money back useless,14,1,2018-01-22T05:40:37.000Z
3522,i dont think soo,4,5,2018-01-22T06:25:30.000Z
3523,can open it says incorrect mpin my account is locked,10,1,2018-01-22T06:41:55.000Z
3528,this app is not usefull very very poor customer serviceive waited 1 week for the verification of my account but still no one from them contact mepaymaya is much much better than this,33,1,2018-01-22T23:41:19.000Z
3530,i very disapointed about this appsit says once i was registerd with amex ican receive the amount of 100phpafter wating fot about 6 days still dont received those amount instead they block my wallet i got suspendedi got suspended without any reason and dont have any idea how i got suspended since there is no warning any sms received from themdid my effort wasted on this appplx rep,68,1,2018-01-23T06:47:25.000Z
3531,kainis na app to walang kuwenta,6,1,2018-01-23T08:14:50.000Z
3532,i cant pay with my bills i cant input my references no  pls fix it,15,1,2018-01-23T12:51:16.000Z
3536,incorrect mpin i logged in with the correct mpin now my account is locked fix please,16,1,2018-01-24T02:14:02.000Z
3539,thanks gcash u made it easy for me,8,4,2018-01-24T04:45:04.000Z
3540,7 eleven barcode generator niyo ayusin niyo hanggang ngaun wala lang pumapasok  na pera sa akin nagemail na rin ako sa inyo   imessage ko ung gcash care  eh di nga sila nagrereply eh puro autoreply lang marereceive mo doon,39,1,2018-01-24T07:18:15.000Z
3541,its good but you need to make more choice to earn gcash,12,5,2018-01-24T07:22:49.000Z
3542,loving the new interface will redownload this for pasaload and billing info,12,4,2018-01-24T07:36:25.000Z
3544,plss amex help me,4,4,2018-01-24T11:53:50.000Z
3545,hello friend use my code to get 50 pesos 7x45qv  thank you,12,5,2018-01-24T12:17:21.000Z
3547,id give it 5 stars if you will bring back the autoloadmax to gcash feature 3,16,2,2018-01-24T17:16:08.000Z
3548,poor customer service you should change your gcash customer service response time from typically replies in a few hours to typically replies in a year useless app,27,1,2018-01-24T23:47:40.000Z
3549,i think this is good,5,5,2018-01-25T01:35:25.000Z
3550,everytime i enter my mpin it says that it is incorrect i just login a few hours earlier i always need to reset my mpin and contact the gcash support,30,1,2018-01-25T02:41:48.000Z
3551,so good this app ,4,5,2018-01-25T03:09:23.000Z
3556,this app is very useful in my everday life,9,5,2018-01-25T08:28:37.000Z
3560,saves me from travelling to payment centers,7,5,2018-01-25T08:31:39.000Z
3561,the app is so user friendly and have cool graphics design makes my boring cash payments exciting and less of a burden also never thought of buying load that easy thank you gcash ,33,5,2018-01-25T08:36:51.000Z
3562,the gcash app is like a onestop shop for me i have access to my gcash wallet and i am able to do all my financial transactions like send money buy load to all network shop online and pay my bills it saves me time because all of these transactions i can do on my mobile phone i love it,60,5,2018-01-25T08:41:45.000Z
3563,it was a better application can be used for scan to pay and bills payment with an instance response on my mobile phone in a second a quick and makes my life easier kaya igcash mo na yan guys,39,5,2018-01-25T08:44:00.000Z
3564,i have been a subscriber of the gcash for a long time and i find it really reliable and safe in all services it offers most especially in paying bills buying load and sending money it also comes with the movie transactions and i got a gcash mastercard which made easier in purchasing items gcash just makes life easier and im one of the satisfied customers ,66,5,2018-01-25T08:44:13.000Z
3565,works great convenient for your bill payments and other transactions,10,5,2018-01-25T09:07:49.000Z
3566,been using the gcash for so long now the app even makes the service better bills payment and prepaid loading iseasy and accessible also convenient for online shopping  qr payment ,30,5,2018-01-25T09:41:53.000Z
3568,safe and convenient    gcash is a very safe and convenient way to pay my bills and reload my prepaid phone numbers also there are lots of ways to reload or cashin my gcash because 711 stores are everywhere oh one more thing the scan to pay i really love it,50,5,2018-01-26T00:35:07.000Z
3569,it so convenient to use without any hassle paying bills and shopping  thanks gcash love it ,16,5,2018-01-26T01:08:30.000Z
3570,sleek and easy to use been more than handy in many payment situations eg paying my globe bill no cash on hand 711 barcode feature and qr payment is so convenient too  looking forward to more,36,5,2018-01-26T01:23:17.000Z
3571,very useful and convenient,4,5,2018-01-26T01:25:51.000Z
3572,super fast and efficient the only mobile wallet i need to be honest,13,5,2018-01-26T01:42:30.000Z
3574,gcash makes everydaylife easy from paying my daily rides to paying my online purchases and more i love how the app is built makes payments so much easy saves me a lot of time too also its amazing how buying load for my family members is a breeze i get to send them load and get undeniably quick rebates i hope to get more out of the gcash experience with this app so happy it doesnt disappoint,77,5,2018-01-26T02:33:09.000Z
3575,i think what i know to say,7,5,2018-01-26T03:12:36.000Z
3576,incredibly convenient best mobile money app so far in the philippines lots of discounts and very smooth interface with regular updates,21,5,2018-01-26T04:05:13.000Z
3577,useless app couldnt pay my pagibig contri always says invalid amount i dont know how they want you to input an amount i input 100  still invalid 10000 still invalid this app app is not a help it will just frustrate you i even called costumer service not much of a help,52,1,2018-01-26T05:40:49.000Z
3578,helpful for me when buying a load for my sons,10,5,2018-01-26T06:05:20.000Z
3579,a great help to us when buying a load and sending money also used for my grab account,18,5,2018-01-26T06:07:49.000Z
3580,useful app secure and convenient payments online and offline i use gcash everyday for sending money pay at merchants qr and mcamex i also use the book movies service and pay bills to skip the lines and the traffic love gcash,41,5,2018-01-26T06:44:14.000Z
3581,dont download their app kapag nagka problema kayo sa app nila or sa load hindi naman sumasagot ang gcash care sakanila babawasan nila load mo pero hnd naman successful ung transaction,31,1,2018-01-26T07:02:48.000Z
3583,safe na safe load ko d2,6,5,2018-01-26T08:55:32.000Z
3584,please verify my account,4,3,2018-01-26T09:44:09.000Z
3585,kung 10 lang sana ang rebate sa load ito na gagamitin ko edit ok na sana ang 10 na rebate ang kaso ang tagal ng load dumating nakakahiya sa mga nagpapaload sa akin mas maganda pa rin yung isang apps na gamit ko instant ang load,46,1,2018-01-26T13:57:29.000Z
3586,it will be more helpful and useful,7,5,2018-01-26T15:01:51.000Z
3587,what do u mean by cashin need specific answer thank u,11,4,2018-01-26T16:36:55.000Z
3588,alabg jwenta bumili ko ng gs50 pero d ko nman natanggap yung gs50 ko pero nabawas sa g cash ko yung 59 pesos anu ba yan promo n d totoo tas kinuha pa 50 ko kunwari p kinukuha yung number para mfix yung issue pero ala nga cla hotline n pede tawagan pinaglololoko lang tayo nyang g cash na yan mainam kumuha ng load oero pagdating sa mga issue o complaint alang kwenta ,73,1,2018-01-26T16:53:54.000Z
3590,uhmm its ok but how about the gcash card dinownload ko po kasi sya then iwant a card pwede po ba na dto nalang gumawa tgen i rerecieve ko nalang,30,4,2018-01-26T23:25:50.000Z
3591,yes verify me now,4,4,2018-01-27T00:06:42.000Z
3594,go with paymaya more userfriendly,5,1,2018-01-27T06:09:41.000Z
3595,how to recover password,4,2,2018-01-27T07:19:30.000Z
3596,everything is almost perfect the only problem of this app is a delayed transaction history can you make it in realtime,21,4,2018-01-27T10:46:03.000Z
3598,wala namang pinamimigay na 50p as globe switch promo,9,2,2018-01-27T15:01:21.000Z
3599,i am so surprised and disappointed to know that globe do not provide protection to their customers globe is not taking accountability to the fraudulent issue that happened to my aunts gcash account they declined the claim without any valid explanation and even wanted us to shoulder the expenses of requesting for the cctv footage from the bank where the fraudulent activity took place very incompetent unsatisfactory and unacceptable we do regret a lot that we opted to use and trust globe with our money transfer activities very sad,89,1,2018-01-27T16:59:19.000Z
3602,use my code wed4eu,4,1,2018-01-28T08:40:49.000Z
3603,hope this app will help a lot to me,9,5,2018-01-28T09:58:21.000Z
3605,i can not open my gcash please fix your gcash,10,1,2018-01-28T16:47:34.000Z
3606,never allowed me to buy load to other network2882 always says sorry you  are not allowed to do this transactionwhy,20,3,2018-01-28T16:53:08.000Z
3607,i cannot registered plss help me,6,2,2018-01-29T00:26:21.000Z
3608,its so convenient to use when sending money to friends or paying in places that accept gcash i dont have to bring out my wallet or count cash so convenient to cash in in 711 also plus lots of cashback promos,41,5,2018-01-29T02:02:15.000Z
3610,i always try to verify my account yet theyre not responding i message them a lot of times still no response,21,2,2018-01-29T03:00:31.000Z
3611,blocking the low securety account can not retrieve,8,1,2018-01-29T03:05:37.000Z
3612,problems 1st card purchased in cebu could not do atm 2nd card i had to buy in manila has problem,20,4,2018-01-29T04:39:07.000Z
3613,easy to use like send money buy load and other transaction in gcash app ,14,5,2018-01-29T06:09:47.000Z
3614,easy to use and low transfer rates,7,5,2018-01-29T06:21:38.000Z
3615,very useful app especially for sending money and paying bills no need pumila ng pagkahabahaba sa banks or bayad centers pay anytime anywhere hassle free,25,5,2018-01-29T06:31:11.000Z
3616,i cant register no matter how many times i tried to input personal pin for registration ,16,1,2018-01-29T06:53:33.000Z
3617,very convenient and easy to use its very secure plus the promos helps save money,15,5,2018-01-29T06:54:59.000Z
3618,bskit ang tsgal dumating ng load sa smarttnt ngagalit tuloy suki qpki ayos nman ponadodoble tuloy send q ng loadlugi,20,2,2018-01-29T06:58:22.000Z
